hcp_id,region,product,avg_sales,avg_promo,months,incremental_uplift_proxy,priority_score,priority_rank
400,West,Diabetes-A,97.83583333333333,2.0,12,18.19,1779.6338083333333,331
324,West,Diabetes-A,96.80166666666666,3.25,12,18.19,1760.8223166666667,332
117,North,Oncology-A,96.68833333333333,2.1666666666666665,12,18.19,1758.7607833333334,333
277,North,Oncology-A,95.48166666666667,2.25,12,18.19,1736.8115166666669,334
371,East,Immunology-A,94.26916666666666,2.4166666666666665,12,18.19,1714.7561416666667,335
94,South,Oncology-B,94.15666666666668,1.5,12,18.19,1712.709766666667,336
287,East,Immunology-A,93.56166666666667,2.5833333333333335,12,18.19,1701.8867166666669,337
180,West,Diabetes-A,92.68083333333334,2.0,12,18.19,1685.8643583333335,338
98,South,Oncology-B,91.6275,2.1666666666666665,12,18.19,1666.7042250000002,339
233,North,Oncology-A,91.17166666666667,2.3333333333333335,12,18.19,1658.4126166666667,340
136,West,Diabetes-A,91.08166666666666,2.0,12,18.19,1656.7755166666668,341
159,East,Immunology-A,90.445,2.1666666666666665,12,18.19,1645.19455,342
6,South,Oncology-B,89.83999999999999,2.3333333333333335,12,18.19,1634.1896,343
83,East,Immunology-A,89.65083333333332,1.75,12,18.19,1630.7486583333332,344
336,West,Diabetes-A,89.63916666666667,2.6666666666666665,12,18.19,1630.5364416666669,345
362,South,Oncology-B,88.605,2.5833333333333335,12,18.19,1611.7249500000003,346
288,West,Diabetes-A,88.29666666666667,2.5833333333333335,12,18.19,1606.1163666666669,347
265,North,Oncology-A,87.88083333333333,2.25,12,18.19,1598.5523583333334,348
186,South,Oncology-B,87.75666666666666,2.4166666666666665,12,18.19,1596.2937666666667,349
109,North,Oncology-A,86.745,2.0,12,18.19,1577.8915500000003,350
353,North,Oncology-A,86.61583333333333,2.0833333333333335,12,18.19,1575.5420083333333,351
9,North,Oncology-A,85.60916666666667,2.0,12,18.19,1557.2307416666667,352
190,South,Oncology-B,85.54166666666667,3.0833333333333335,12,18.19,1556.0029166666668,353
378,South,Oncology-B,85.17083333333333,1.5,12,18.19,1549.2574583333335,354
52,West,Diabetes-A,85.16666666666667,1.75,12,18.19,1549.1816666666668,355
311,East,Immunology-A,84.865,2.4166666666666665,12,18.19,1543.69435,356
235,East,Immunology-A,84.29916666666666,2.4166666666666665,12,18.19,1533.4018416666668,357
269,North,Oncology-A,84.24499999999999,2.4166666666666665,12,18.19,1532.41655,358
285,North,Oncology-A,83.82833333333333,2.0833333333333335,12,18.19,1524.8373833333335,359
290,South,Oncology-B,83.78666666666668,1.8333333333333333,12,18.19,1524.079466666667,360
79,East,Immunology-A,83.02333333333333,1.5,12,18.19,1510.1944333333333,361
363,East,Immunology-A,82.77333333333333,2.25,12,18.19,1505.6469333333332,362
215,East,Immunology-A,82.46083333333333,1.8333333333333333,12,18.19,1499.9625583333334,363
113,North,Oncology-A,82.18083333333334,2.5,12,18.19,1494.8693583333336,364
47,East,Immunology-A,80.60583333333334,2.3333333333333335,12,18.19,1466.2201083333334,365
118,South,Oncology-B,79.95083333333334,2.5,12,18.19,1454.3056583333334,366
175,East,Immunology-A,79.35166666666667,2.4166666666666665,12,18.19,1443.4068166666668,367
81,North,Oncology-A,78.89,2.4166666666666665,12,18.19,1435.0091000000002,368
266,South,Oncology-B,78.85583333333334,2.3333333333333335,12,18.19,1434.3876083333334,369
176,West,Diabetes-A,78.53833333333334,1.75,12,18.19,1428.6122833333336,370
19,East,Immunology-A,77.9675,2.5,12,18.19,1418.2288250000001,371
4,West,Diabetes-A,77.05666666666667,2.25,12,18.19,1401.6607666666669,372
38,South,Oncology-B,75.76083333333334,2.3333333333333335,12,18.19,1378.0895583333336,373
199,East,Immunology-A,75.58416666666666,2.0,12,18.19,1374.8759916666666,374
28,West,Diabetes-A,74.94333333333333,2.5,12,18.19,1363.2192333333332,375
135,East,Immunology-A,74.51833333333333,2.5,12,18.19,1355.4884833333333,376
241,North,Oncology-A,74.1225,2.0,12,18.19,1348.288275,377
234,South,Oncology-B,73.87916666666666,1.75,12,18.19,1343.8620416666668,378
206,South,Oncology-B,73.57333333333334,2.0,12,18.19,1338.2989333333335,379
323,East,Immunology-A,73.14166666666667,2.8333333333333335,12,18.19,1330.4469166666668,380
274,South,Oncology-B,72.97833333333334,2.25,12,18.19,1327.4758833333335,381
209,North,Oncology-A,72.01583333333333,2.5,12,18.19,1309.9680083333335,382
121,North,Oncology-A,71.60416666666667,1.75,12,18.19,1302.4797916666669,383
385,North,Oncology-A,71.4525,2.25,12,18.19,1299.7209750000002,384
289,North,Oncology-A,70.89166666666667,2.5,12,18.19,1289.5194166666668,385
216,West,Diabetes-A,70.515,2.1666666666666665,12,18.19,1282.66785,386
303,East,Immunology-A,70.46583333333332,2.6666666666666665,12,18.19,1281.7735083333332,387
238,South,Oncology-B,69.23583333333333,1.9166666666666667,12,18.19,1259.3998083333333,388
201,North,Oncology-A,68.06666666666666,1.8333333333333333,12,18.19,1238.1326666666666,389
84,West,Diabetes-A,67.50666666666667,1.8333333333333333,12,18.19,1227.9462666666668,390
388,West,Diabetes-A,67.4525,2.4166666666666665,12,18.19,1226.9609750000002,391
78,South,Oncology-B,66.77583333333334,1.6666666666666667,12,18.19,1214.6524083333336,392
131,East,Immunology-A,65.44416666666667,2.4166666666666665,12,18.19,1190.4293916666668,393
2,South,Oncology-B,65.255,2.0,12,18.19,1186.98845,394
275,East,Immunology-A,65.18583333333333,2.5833333333333335,12,18.19,1185.7303083333334,395
295,East,Immunology-A,63.405833333333334,1.8333333333333333,12,18.19,1153.3521083333335,396
111,East,Immunology-A,62.99666666666666,2.0833333333333335,12,18.19,1145.9093666666668,397
391,East,Immunology-A,61.67666666666667,1.4166666666666667,12,18.19,1121.8985666666667,398
112,West,Diabetes-A,60.005833333333335,1.6666666666666667,12,18.19,1091.5061083333335,399
71,East,Immunology-A,53.5525,1.3333333333333333,12,18.19,974.1199750000001,400
