hcp_id,region,product,month,channel,promo_contacts,sales_units
101,North,Oncology-A,9,Email,1,196.82
101,North,Oncology-A,10,Webinar,1,164.33
101,North,Oncology-A,11,Field,3,270.58
101,North,Oncology-A,12,Email,2,202.78
102,South,Oncology-B,1,Email,2,131.43
102,South,Oncology-B,2,Field,2,87.17
102,South,Oncology-B,3,Field,2,121.48
102,South,Oncology-B,4,Email,2,119.58
102,South,Oncology-B,5,Email,4,154.73
102,South,Oncology-B,6,Email,3,131.79
102,South,Oncology-B,7,Webinar,2,90.29
102,South,Oncology-B,8,Field,1,118.43
102,South,Oncology-B,9,Field,3,152.76
102,South,Oncology-B,10,Email,3,195.65
102,South,Oncology-B,11,Email,2,148.95
102,South,Oncology-B,12,Webinar,1,94.31
103,East,Immunology-A,1,Email,2,134.94
103,East,Immunology-A,2,Email,3,164.7
103,East,Immunology-A,3,Webinar,3,158.96
103,East,Immunology-A,4,Field,0,127.59
103,East,Immunology-A,5,Email,4,184.54
103,East,Immunology-A,6,Webinar,5,233.25
103,East,Immunology-A,7,Field,4,182.54
103,East,Immunology-A,8,Email,2,119.7
103,East,Immunology-A,9,Webinar,4,170.44
103,East,Immunology-A,10,Email,1,182.38
103,East,Immunology-A,11,Email,1,106.89
103,East,Immunology-A,12,Field,1,136.07
104,West,Diabetes-A,1,Webinar,2,276.87
104,West,Diabetes-A,2,Email,3,268.04
104,West,Diabetes-A,3,Webinar,2,228.59
104,West,Diabetes-A,4,Webinar,1,264.63
104,West,Diabetes-A,5,Field,3,264.99
104,West,Diabetes-A,6,Webinar,6,262.14
104,West,Diabetes-A,7,Webinar,5,317.94
104,West,Diabetes-A,8,Email,4,261.0
104,West,Diabetes-A,9,Email,1,213.29
104,West,Diabetes-A,10,Webinar,0,190.18
104,West,Diabetes-A,11,Email,3,304.27
104,West,Diabetes-A,12,Field,5,334.16
105,North,Oncology-A,1,Email,1,117.73
105,North,Oncology-A,2,Webinar,1,88.02
105,North,Oncology-A,3,Webinar,2,92.84
105,North,Oncology-A,4,Webinar,1,82.31
105,North,Oncology-A,5,Email,1,92.57
105,North,Oncology-A,6,Email,4,145.37
105,North,Oncology-A,7,Webinar,2,88.24
105,North,Oncology-A,8,Field,4,222.3
105,North,Oncology-A,9,Field,1,46.04
105,North,Oncology-A,10,Email,3,118.61
105,North,Oncology-A,11,Email,1,35.34
105,North,Oncology-A,12,Field,2,62.26
106,South,Oncology-B,1,Field,2,146.63
106,South,Oncology-B,2,Field,2,121.67
106,South,Oncology-B,3,Webinar,2,146.63
106,South,Oncology-B,4,Field,3,150.96
106,South,Oncology-B,5,Field,0,103.08
106,South,Oncology-B,6,Webinar,1,148.1
106,South,Oncology-B,7,Webinar,0,69.74
106,South,Oncology-B,8,Field,4,159.56
106,South,Oncology-B,9,Email,2,120.84
106,South,Oncology-B,10,Email,2,110.96
106,South,Oncology-B,11,Webinar,2,162.14
106,South,Oncology-B,12,Field,3,177.29
107,East,Immunology-A,1,Field,0,192.35
107,East,Immunology-A,2,Webinar,1,221.96
107,East,Immunology-A,3,Email,2,234.44
107,East,Immunology-A,4,Email,3,254.76
107,East,Immunology-A,5,Email,0,196.13
107,East,Immunology-A,6,Field,4,311.27
107,East,Immunology-A,7,Email,1,221.46
107,East,Immunology-A,8,Email,1,218.62
107,East,Immunology-A,9,Field,2,205.93
107,East,Immunology-A,10,Field,2,243.41
107,East,Immunology-A,11,Email,3,259.81
107,East,Immunology-A,12,Field,5,292.63
108,West,Diabetes-A,1,Webinar,3,198.24
108,West,Diabetes-A,2,Email,3,147.63
108,West,Diabetes-A,3,Webinar,5,249.98
108,West,Diabetes-A,4,Webinar,2,154.32
108,West,Diabetes-A,5,Field,1,147.81
108,West,Diabetes-A,6,Email,6,238.56
108,West,Diabetes-A,7,Webinar,0,117.45
108,West,Diabetes-A,8,Field,5,225.5
108,West,Diabetes-A,9,Webinar,3,206.43
108,West,Diabetes-A,10,Field,1,197.65
108,West,Diabetes-A,11,Field,0,166.67
108,West,Diabetes-A,12,Field,4,219.84
109,North,Oncology-A,1,Email,4,115.55
109,North,Oncology-A,2,Field,2,126.71
109,North,Oncology-A,3,Email,2,81.71
109,North,Oncology-A,4,Field,4,121.19
109,North,Oncology-A,5,Webinar,1,37.44
109,North,Oncology-A,6,Webinar,2,82.97
109,North,Oncology-A,7,Email,1,80.77
109,North,Oncology-A,8,Field,3,81.51
109,North,Oncology-A,9,Field,3,64.56
109,North,Oncology-A,10,Email,0,66.13
109,North,Oncology-A,11,Webinar,1,88.63
109,North,Oncology-A,12,Email,1,93.77
110,South,Oncology-B,1,Field,2,173.37
110,South,Oncology-B,2,Email,1,173.05
110,South,Oncology-B,3,Field,6,281.07
110,South,Oncology-B,4,Email,0,133.41
110,South,Oncology-B,5,Field,2,173.54
110,South,Oncology-B,6,Webinar,1,186.15
110,South,Oncology-B,7,Field,0,128.42
110,South,Oncology-B,8,Field,2,216.0
110,South,Oncology-B,9,Webinar,2,109.57
110,South,Oncology-B,10,Email,2,176.06
110,South,Oncology-B,11,Field,1,166.61
110,South,Oncology-B,12,Webinar,2,134.79
111,East,Immunology-A,1,Webinar,4,29.24
111,East,Immunology-A,2,Webinar,3,96.16
111,East,Immunology-A,3,Email,1,68.97
111,East,Immunology-A,4,Email,0,10.19
111,East,Immunology-A,5,Field,2,70.75
111,East,Immunology-A,6,Email,4,119.22
111,East,Immunology-A,7,Webinar,3,30.83
111,East,Immunology-A,8,Email,2,77.63
111,East,Immunology-A,9,Webinar,1,42.31
111,East,Immunology-A,10,Email,1,68.82
111,East,Immunology-A,11,Webinar,2,87.3
111,East,Immunology-A,12,Email,2,54.54
112,West,Diabetes-A,1,Webinar,1,101.26
112,West,Diabetes-A,2,Email,3,74.11
112,West,Diabetes-A,3,Webinar,3,65.77
112,West,Diabetes-A,4,Field,0,53.01
112,West,Diabetes-A,5,Email,1,69.51
112,West,Diabetes-A,6,Email,2,42.43
112,West,Diabetes-A,7,Field,1,60.52
112,West,Diabetes-A,8,Field,0,91.92
112,West,Diabetes-A,9,Email,3,32.46
112,West,Diabetes-A,10,Webinar,2,35.22
112,West,Diabetes-A,11,Webinar,3,55.3
112,West,Diabetes-A,12,Email,1,38.56
113,North,Oncology-A,1,Email,5,166.11
113,North,Oncology-A,2,Email,3,119.17
113,North,Oncology-A,3,Email,3,69.02
113,North,Oncology-A,4,Field,2,47.34
113,North,Oncology-A,5,Field,0,89.51
113,North,Oncology-A,6,Field,2,68.94
113,North,Oncology-A,7,Email,0,52.09
113,North,Oncology-A,8,Webinar,2,63.28
113,North,Oncology-A,9,Email,2,31.79
113,North,Oncology-A,10,Field,3,90.14
113,North,Oncology-A,11,Field,4,100.27
113,North,Oncology-A,12,Webinar,4,88.51
114,South,Oncology-B,1,Field,4,185.2
114,South,Oncology-B,2,Webinar,1,101.3
114,South,Oncology-B,3,Webinar,4,151.82
114,South,Oncology-B,4,Field,1,60.31
114,South,Oncology-B,5,Field,2,105.29
114,South,Oncology-B,6,Email,4,174.63
114,South,Oncology-B,7,Email,1,63.2
114,South,Oncology-B,8,Webinar,3,131.2
114,South,Oncology-B,9,Email,7,221.34
114,South,Oncology-B,10,Email,3,172.75
114,South,Oncology-B,11,Email,2,76.72
114,South,Oncology-B,12,Field,3,126.95
115,East,Immunology-A,1,Field,0,218.73
115,East,Immunology-A,2,Webinar,1,197.67
115,East,Immunology-A,3,Email,3,278.01
115,East,Immunology-A,4,Webinar,2,223.48
115,East,Immunology-A,5,Webinar,1,188.31
115,East,Immunology-A,6,Webinar,2,244.5
115,East,Immunology-A,7,Email,0,182.97
115,East,Immunology-A,8,Email,1,171.97
115,East,Immunology-A,9,Field,2,229.05
115,East,Immunology-A,10,Field,1,250.66
115,East,Immunology-A,11,Field,2,235.91
115,East,Immunology-A,12,Field,5,307.05
116,West,Diabetes-A,1,Webinar,2,111.23
116,West,Diabetes-A,2,Webinar,0,84.57
116,West,Diabetes-A,3,Field,1,136.56
116,West,Diabetes-A,4,Email,1,110.62
116,West,Diabetes-A,5,Email,0,160.83
116,West,Diabetes-A,6,Webinar,3,178.41
116,West,Diabetes-A,7,Field,5,148.26
116,West,Diabetes-A,8,Field,3,130.62
116,West,Diabetes-A,9,Field,2,97.65
116,West,Diabetes-A,10,Webinar,3,123.27
116,West,Diabetes-A,11,Email,3,189.72
116,West,Diabetes-A,12,Webinar,5,203.82
117,North,Oncology-A,1,Email,1,63.95
117,North,Oncology-A,2,Email,5,124.93
117,North,Oncology-A,3,Field,1,69.46
117,North,Oncology-A,4,Webinar,2,119.49
117,North,Oncology-A,5,Email,0,2.91
117,North,Oncology-A,6,Email,4,150.89
117,North,Oncology-A,7,Webinar,2,63.39
117,North,Oncology-A,8,Webinar,3,117.54
117,North,Oncology-A,9,Field,2,142.26
117,North,Oncology-A,10,Email,2,103.68
117,North,Oncology-A,11,Webinar,1,92.39
117,North,Oncology-A,12,Field,3,109.37
118,South,Oncology-B,1,Email,2,84.54
118,South,Oncology-B,2,Email,0,21.67
118,South,Oncology-B,3,Field,4,120.02
118,South,Oncology-B,4,Webinar,2,87.12
118,South,Oncology-B,5,Field,3,80.51
118,South,Oncology-B,6,Webinar,2,33.94
118,South,Oncology-B,7,Email,1,44.6
118,South,Oncology-B,8,Field,1,32.23
118,South,Oncology-B,9,Email,4,100.4
118,South,Oncology-B,10,Email,4,148.88
118,South,Oncology-B,11,Email,6,138.55
118,South,Oncology-B,12,Email,1,66.95
119,East,Immunology-A,1,Field,2,235.82
119,East,Immunology-A,2,Webinar,1,184.69
119,East,Immunology-A,3,Webinar,1,188.28
119,East,Immunology-A,4,Field,1,214.09
119,East,Immunology-A,5,Field,2,235.74
119,East,Immunology-A,6,Field,2,247.8
119,East,Immunology-A,7,Field,1,223.34
119,East,Immunology-A,8,Email,1,171.72
119,East,Immunology-A,9,Field,2,207.99
119,East,Immunology-A,10,Email,3,240.01
119,East,Immunology-A,11,Email,1,148.87
119,East,Immunology-A,12,Webinar,3,252.2
120,West,Diabetes-A,1,Webinar,0,88.62
120,West,Diabetes-A,2,Webinar,2,154.48
120,West,Diabetes-A,3,Webinar,1,133.55
120,West,Diabetes-A,4,Webinar,4,203.38
120,West,Diabetes-A,5,Webinar,4,207.04
120,West,Diabetes-A,6,Webinar,4,259.84
120,West,Diabetes-A,7,Field,2,179.17
120,West,Diabetes-A,8,Field,2,158.9
120,West,Diabetes-A,9,Field,2,185.43
120,West,Diabetes-A,10,Email,3,164.02
120,West,Diabetes-A,11,Webinar,4,209.33
120,West,Diabetes-A,12,Field,3,224.87
121,North,Oncology-A,1,Field,1,47.97
121,North,Oncology-A,2,Email,0,29.94
121,North,Oncology-A,3,Email,2,56.26
121,North,Oncology-A,4,Email,1,103.58
121,North,Oncology-A,5,Email,2,24.37
121,North,Oncology-A,6,Webinar,4,128.07
121,North,Oncology-A,7,Field,1,78.32
121,North,Oncology-A,8,Email,0,55.08
121,North,Oncology-A,9,Email,6,141.95
121,North,Oncology-A,10,Field,0,35.16
121,North,Oncology-A,11,Field,3,118.32
121,North,Oncology-A,12,Field,1,40.23
122,South,Oncology-B,1,Email,2,157.24
122,South,Oncology-B,2,Field,2,151.6
122,South,Oncology-B,3,Webinar,3,209.14
122,South,Oncology-B,4,Field,3,160.58
122,South,Oncology-B,5,Field,3,203.78
122,South,Oncology-B,6,Email,4,181.07
122,South,Oncology-B,7,Field,2,209.87
122,South,Oncology-B,8,Email,0,126.82
122,South,Oncology-B,9,Field,4,239.25
122,South,Oncology-B,10,Webinar,4,183.42
122,South,Oncology-B,11,Email,1,131.44
122,South,Oncology-B,12,Email,4,201.75
123,East,Immunology-A,1,Email,1,151.36
123,East,Immunology-A,2,Field,0,166.95
123,East,Immunology-A,3,Email,2,153.94
123,East,Immunology-A,4,Field,4,272.83
123,East,Immunology-A,5,Email,1,132.2
123,East,Immunology-A,6,Webinar,4,213.49
123,East,Immunology-A,7,Field,1,181.65
123,East,Immunology-A,8,Field,6,271.03
123,East,Immunology-A,9,Email,2,209.96
123,East,Immunology-A,10,Webinar,2,188.75
123,East,Immunology-A,11,Field,1,221.79
123,East,Immunology-A,12,Field,1,178.25
124,West,Diabetes-A,1,Field,2,128.42
124,West,Diabetes-A,2,Email,4,209.45
124,West,Diabetes-A,3,Webinar,2,124.47
124,West,Diabetes-A,4,Field,1,151.83
124,West,Diabetes-A,5,Webinar,5,139.27
124,West,Diabetes-A,6,Field,3,143.44
124,West,Diabetes-A,7,Field,1,149.82
124,West,Diabetes-A,8,Field,0,149.85
124,West,Diabetes-A,9,Webinar,4,183.96
124,West,Diabetes-A,10,Field,5,230.9
124,West,Diabetes-A,11,Field,4,168.4
124,West,Diabetes-A,12,Email,5,167.11
125,North,Oncology-A,1,Email,3,118.19
125,North,Oncology-A,2,Webinar,5,130.91
125,North,Oncology-A,3,Webinar,4,107.5
125,North,Oncology-A,4,Email,6,149.31
125,North,Oncology-A,5,Webinar,2,34.05
125,North,Oncology-A,6,Email,3,114.71
125,North,Oncology-A,7,Webinar,1,61.73
125,North,Oncology-A,8,Email,3,134.1
125,North,Oncology-A,9,Webinar,3,112.87
125,North,Oncology-A,10,Webinar,5,120.55
125,North,Oncology-A,11,Field,2,71.59
125,North,Oncology-A,12,Field,1,70.45
126,South,Oncology-B,1,Email,5,249.15
126,South,Oncology-B,2,Webinar,3,194.68
126,South,Oncology-B,3,Field,1,202.82
126,South,Oncology-B,4,Field,0,210.72
126,South,Oncology-B,5,Email,0,149.38
126,South,Oncology-B,6,Webinar,3,238.94
126,South,Oncology-B,7,Email,4,233.59
126,South,Oncology-B,8,Field,2,201.65
126,South,Oncology-B,9,Email,1,228.35
126,South,Oncology-B,10,Field,0,188.09
126,South,Oncology-B,11,Webinar,1,189.04
126,South,Oncology-B,12,Webinar,3,226.81
127,East,Immunology-A,1,Email,1,269.47
127,East,Immunology-A,2,Email,2,278.72
127,East,Immunology-A,3,Field,1,237.22
127,East,Immunology-A,4,Email,1,263.42
127,East,Immunology-A,5,Field,1,254.11
127,East,Immunology-A,6,Field,5,375.41
127,East,Immunology-A,7,Email,2,260.79
127,East,Immunology-A,8,Email,1,246.21
127,East,Immunology-A,9,Field,1,291.53
127,East,Immunology-A,10,Webinar,3,310.2
127,East,Immunology-A,11,Webinar,2,344.33
127,East,Immunology-A,12,Field,5,319.27
128,West,Diabetes-A,1,Webinar,0,58.27
128,West,Diabetes-A,2,Email,1,71.28
128,West,Diabetes-A,3,Webinar,1,41.99
128,West,Diabetes-A,4,Email,1,81.77
128,West,Diabetes-A,5,Email,5,98.45
128,West,Diabetes-A,6,Webinar,3,143.01
128,West,Diabetes-A,7,Webinar,3,159.3
128,West,Diabetes-A,8,Email,2,93.99
128,West,Diabetes-A,9,Email,2,90.25
128,West,Diabetes-A,10,Webinar,2,106.42
128,West,Diabetes-A,11,Webinar,2,154.96
128,West,Diabetes-A,12,Webinar,4,123.81
129,North,Oncology-A,1,Field,5,276.65
129,North,Oncology-A,2,Field,4,258.88
129,North,Oncology-A,3,Email,2,247.06
129,North,Oncology-A,4,Field,3,273.11
129,North,Oncology-A,5,Webinar,0,187.94
129,North,Oncology-A,6,Webinar,2,227.18
129,North,Oncology-A,7,Field,2,248.81
129,North,Oncology-A,8,Email,1,218.18
129,North,Oncology-A,9,Field,3,283.41
129,North,Oncology-A,10,Email,1,231.3
129,North,Oncology-A,11,Webinar,3,301.49
129,North,Oncology-A,12,Field,3,283.87
130,South,Oncology-B,1,Webinar,4,162.42
130,South,Oncology-B,2,Field,2,52.16
130,South,Oncology-B,3,Webinar,2,113.25
130,South,Oncology-B,4,Field,0,76.81
130,South,Oncology-B,5,Webinar,1,94.02
130,South,Oncology-B,6,Webinar,2,53.82
130,South,Oncology-B,7,Webinar,3,99.75
130,South,Oncology-B,8,Email,2,109.93
130,South,Oncology-B,9,Webinar,4,158.99
130,South,Oncology-B,10,Webinar,4,126.61
130,South,Oncology-B,11,Webinar,3,138.86
130,South,Oncology-B,12,Webinar,2,81.63
131,East,Immunology-A,1,Webinar,5,88.61
131,East,Immunology-A,2,Field,3,59.09
131,East,Immunology-A,3,Webinar,2,63.89
131,East,Immunology-A,4,Field,3,67.78
131,East,Immunology-A,5,Field,1,18.98
131,East,Immunology-A,6,Field,2,45.71
131,East,Immunology-A,7,Email,1,53.48
131,East,Immunology-A,8,Webinar,3,75.54
131,East,Immunology-A,9,Webinar,2,67.8
131,East,Immunology-A,10,Webinar,2,58.54
131,East,Immunology-A,11,Webinar,2,77.85
131,East,Immunology-A,12,Webinar,3,108.06
132,West,Diabetes-A,1,Field,3,203.48
132,West,Diabetes-A,2,Field,2,191.46
132,West,Diabetes-A,3,Field,4,211.72
132,West,Diabetes-A,4,Field,3,204.77
132,West,Diabetes-A,5,Email,2,161.17
132,West,Diabetes-A,6,Field,1,139.98
132,West,Diabetes-A,7,Webinar,3,183.04
132,West,Diabetes-A,8,Webinar,2,169.5
132,West,Diabetes-A,9,Webinar,4,184.88
132,West,Diabetes-A,10,Field,4,237.58
132,West,Diabetes-A,11,Field,1,173.02
132,West,Diabetes-A,12,Field,3,190.03
133,North,Oncology-A,1,Field,0,86.31
133,North,Oncology-A,2,Webinar,0,89.14
133,North,Oncology-A,3,Field,2,115.83
133,North,Oncology-A,4,Field,4,191.91
133,North,Oncology-A,5,Webinar,1,94.97
133,North,Oncology-A,6,Email,1,83.08
133,North,Oncology-A,7,Webinar,2,159.21
133,North,Oncology-A,8,Webinar,0,79.7
133,North,Oncology-A,9,Field,3,203.59
133,North,Oncology-A,10,Webinar,0,124.11
133,North,Oncology-A,11,Webinar,1,86.6
133,North,Oncology-A,12,Email,3,173.31
134,South,Oncology-B,1,Webinar,2,254.0
134,South,Oncology-B,2,Field,0,214.66
134,South,Oncology-B,3,Webinar,5,329.52
134,South,Oncology-B,4,Field,3,302.05
134,South,Oncology-B,5,Field,1,267.45
134,South,Oncology-B,6,Email,5,309.32
134,South,Oncology-B,7,Email,2,292.87
134,South,Oncology-B,8,Webinar,0,186.61
134,South,Oncology-B,9,Email,3,305.93
134,South,Oncology-B,10,Field,2,278.36
134,South,Oncology-B,11,Email,1,237.52
134,South,Oncology-B,12,Email,5,301.77
135,East,Immunology-A,1,Field,1,42.92
135,East,Immunology-A,2,Webinar,3,94.6
135,East,Immunology-A,3,Field,1,30.8
135,East,Immunology-A,4,Email,1,47.25
135,East,Immunology-A,5,Webinar,5,114.86
135,East,Immunology-A,6,Email,6,140.27
135,East,Immunology-A,7,Email,0,10.61
135,East,Immunology-A,8,Email,1,23.44
135,East,Immunology-A,9,Webinar,4,140.35
135,East,Immunology-A,10,Field,1,76.7
135,East,Immunology-A,11,Field,3,71.33
135,East,Immunology-A,12,Field,4,101.09
136,West,Diabetes-A,1,Webinar,0,62.87
136,West,Diabetes-A,2,Field,2,120.09
136,West,Diabetes-A,3,Email,3,109.77
136,West,Diabetes-A,4,Webinar,2,63.23
136,West,Diabetes-A,5,Email,2,86.05
136,West,Diabetes-A,6,Email,4,97.84
136,West,Diabetes-A,7,Webinar,0,58.19
136,West,Diabetes-A,8,Webinar,0,70.44
136,West,Diabetes-A,9,Webinar,2,111.21
136,West,Diabetes-A,10,Webinar,3,153.57
136,West,Diabetes-A,11,Email,2,49.62
136,West,Diabetes-A,12,Webinar,4,110.1
137,North,Oncology-A,1,Email,7,230.74
137,North,Oncology-A,2,Field,4,204.94
137,North,Oncology-A,3,Email,4,117.08
137,North,Oncology-A,4,Field,0,109.52
137,North,Oncology-A,5,Field,1,114.13
137,North,Oncology-A,6,Webinar,1,89.89
137,North,Oncology-A,7,Webinar,4,113.32
137,North,Oncology-A,8,Field,3,169.2
137,North,Oncology-A,9,Email,4,167.88
137,North,Oncology-A,10,Field,3,171.86
137,North,Oncology-A,11,Email,0,103.46
137,North,Oncology-A,12,Field,3,144.92
138,South,Oncology-B,1,Email,2,160.97
138,South,Oncology-B,2,Email,2,99.9
138,South,Oncology-B,3,Email,3,188.06
138,South,Oncology-B,4,Email,6,240.55
138,South,Oncology-B,5,Webinar,0,94.55
138,South,Oncology-B,6,Webinar,3,191.95
138,South,Oncology-B,7,Email,1,137.29
138,South,Oncology-B,8,Field,2,151.97
138,South,Oncology-B,9,Webinar,2,171.99
138,South,Oncology-B,10,Email,2,137.74
138,South,Oncology-B,11,Email,2,162.19
138,South,Oncology-B,12,Webinar,2,185.84
139,East,Immunology-A,1,Email,2,194.25
139,East,Immunology-A,2,Webinar,2,151.15
139,East,Immunology-A,3,Webinar,3,187.04
139,East,Immunology-A,4,Email,1,173.18
139,East,Immunology-A,5,Field,2,207.84
139,East,Immunology-A,6,Field,6,250.76
139,East,Immunology-A,7,Webinar,3,189.41
139,East,Immunology-A,8,Field,3,222.57
139,East,Immunology-A,9,Webinar,3,201.36
139,East,Immunology-A,10,Webinar,2,217.32
139,East,Immunology-A,11,Field,3,236.63
139,East,Immunology-A,12,Field,4,276.12
140,West,Diabetes-A,1,Webinar,2,108.34
140,West,Diabetes-A,2,Field,4,172.97
140,West,Diabetes-A,3,Webinar,2,104.5
140,West,Diabetes-A,4,Email,3,116.55
140,West,Diabetes-A,5,Webinar,2,141.85
140,West,Diabetes-A,6,Email,5,158.53
140,West,Diabetes-A,7,Webinar,2,66.51
140,West,Diabetes-A,8,Email,4,132.64
140,West,Diabetes-A,9,Email,2,125.24
140,West,Diabetes-A,10,Webinar,1,81.83
140,West,Diabetes-A,11,Email,2,139.33
140,West,Diabetes-A,12,Field,3,86.59
141,North,Oncology-A,1,Email,2,125.1
141,North,Oncology-A,2,Email,2,133.08
141,North,Oncology-A,3,Field,5,196.44
141,North,Oncology-A,4,Field,1,147.05
141,North,Oncology-A,5,Webinar,2,120.74
141,North,Oncology-A,6,Field,1,126.15
141,North,Oncology-A,7,Webinar,2,149.82
141,North,Oncology-A,8,Field,0,105.15
141,North,Oncology-A,9,Field,1,154.39
141,North,Oncology-A,10,Email,3,142.35
141,North,Oncology-A,11,Email,1,119.6
141,North,Oncology-A,12,Email,3,158.03
142,South,Oncology-B,1,Webinar,1,162.4
142,South,Oncology-B,2,Email,0,86.4
142,South,Oncology-B,3,Webinar,2,173.44
142,South,Oncology-B,4,Email,2,169.15
142,South,Oncology-B,5,Webinar,4,120.84
142,South,Oncology-B,6,Email,4,188.72
142,South,Oncology-B,7,Webinar,2,112.25
142,South,Oncology-B,8,Webinar,2,125.58
142,South,Oncology-B,9,Field,1,110.53
142,South,Oncology-B,10,Webinar,1,129.49
142,South,Oncology-B,11,Webinar,2,104.03
142,South,Oncology-B,12,Field,2,148.15
143,East,Immunology-A,1,Email,2,112.26
143,East,Immunology-A,2,Webinar,2,111.34
143,East,Immunology-A,3,Email,3,107.69
143,East,Immunology-A,4,Field,1,145.53
143,East,Immunology-A,5,Field,1,112.5
143,East,Immunology-A,6,Webinar,2,98.84
143,East,Immunology-A,7,Email,1,103.06
143,East,Immunology-A,8,Email,6,188.93
143,East,Immunology-A,9,Email,5,165.37
143,East,Immunology-A,10,Webinar,3,122.07
143,East,Immunology-A,11,Field,0,93.15
143,East,Immunology-A,12,Email,2,147.3
144,West,Diabetes-A,1,Webinar,1,153.86
144,West,Diabetes-A,2,Webinar,6,302.02
144,West,Diabetes-A,3,Email,1,181.04
144,West,Diabetes-A,4,Field,3,215.44
144,West,Diabetes-A,5,Webinar,2,202.25
144,West,Diabetes-A,6,Email,5,256.05
144,West,Diabetes-A,7,Webinar,1,172.43
144,West,Diabetes-A,8,Webinar,1,202.07
144,West,Diabetes-A,9,Email,2,209.97
144,West,Diabetes-A,10,Webinar,4,212.64
144,West,Diabetes-A,11,Field,5,247.19
144,West,Diabetes-A,12,Email,4,253.04
145,North,Oncology-A,1,Email,1,224.22
145,North,Oncology-A,2,Email,3,279.37
145,North,Oncology-A,3,Webinar,3,231.54
145,North,Oncology-A,4,Field,2,214.82
145,North,Oncology-A,5,Email,1,214.72
145,North,Oncology-A,6,Webinar,2,224.0
145,North,Oncology-A,7,Field,1,282.36
145,North,Oncology-A,8,Field,0,234.54
145,North,Oncology-A,9,Webinar,1,205.82
145,North,Oncology-A,10,Email,2,214.18
145,North,Oncology-A,11,Webinar,2,200.11
145,North,Oncology-A,12,Field,3,270.34
146,South,Oncology-B,1,Webinar,0,190.4
146,South,Oncology-B,2,Webinar,1,189.21
146,South,Oncology-B,3,Webinar,4,242.21
146,South,Oncology-B,4,Webinar,3,251.63
146,South,Oncology-B,5,Field,4,295.17
146,South,Oncology-B,6,Email,3,266.21
146,South,Oncology-B,7,Webinar,1,270.25
146,South,Oncology-B,8,Email,1,219.28
146,South,Oncology-B,9,Email,1,237.52
146,South,Oncology-B,10,Email,5,336.83
146,South,Oncology-B,11,Email,1,208.65
146,South,Oncology-B,12,Email,2,258.67
147,East,Immunology-A,1,Webinar,1,199.36
147,East,Immunology-A,2,Webinar,2,237.99
147,East,Immunology-A,3,Webinar,4,266.93
147,East,Immunology-A,4,Field,1,225.14
147,East,Immunology-A,5,Email,3,238.0
147,East,Immunology-A,6,Webinar,2,243.29
147,East,Immunology-A,7,Email,3,239.37
147,East,Immunology-A,8,Email,0,150.04
147,East,Immunology-A,9,Webinar,3,260.77
147,East,Immunology-A,10,Email,3,279.51
147,East,Immunology-A,11,Field,2,277.12
147,East,Immunology-A,12,Field,4,291.01
148,West,Diabetes-A,1,Webinar,1,138.12
148,West,Diabetes-A,2,Webinar,3,163.24
148,West,Diabetes-A,3,Webinar,3,169.71
148,West,Diabetes-A,4,Webinar,2,157.64
148,West,Diabetes-A,5,Email,3,188.58
148,West,Diabetes-A,6,Field,2,147.63
148,West,Diabetes-A,7,Email,1,168.57
148,West,Diabetes-A,8,Webinar,2,153.36
148,West,Diabetes-A,9,Webinar,3,150.69
148,West,Diabetes-A,10,Webinar,3,207.3
148,West,Diabetes-A,11,Field,2,133.81
148,West,Diabetes-A,12,Webinar,2,163.95
149,North,Oncology-A,1,Email,2,236.99
149,North,Oncology-A,2,Email,0,217.99
149,North,Oncology-A,3,Webinar,3,282.47
149,North,Oncology-A,4,Field,2,213.19
149,North,Oncology-A,5,Webinar,2,283.08
149,North,Oncology-A,6,Field,3,297.07
149,North,Oncology-A,7,Email,1,246.28
149,North,Oncology-A,8,Webinar,3,243.74
149,North,Oncology-A,9,Email,2,252.19
149,North,Oncology-A,10,Email,2,244.95
149,North,Oncology-A,11,Webinar,1,254.65
149,North,Oncology-A,12,Webinar,3,278.14
150,South,Oncology-B,1,Webinar,1,104.23
150,South,Oncology-B,2,Email,2,117.47
150,South,Oncology-B,3,Field,2,125.04
150,South,Oncology-B,4,Email,3,118.02
150,South,Oncology-B,5,Field,0,86.92
150,South,Oncology-B,6,Field,4,123.64
150,South,Oncology-B,7,Email,1,100.79
150,South,Oncology-B,8,Webinar,2,77.21
150,South,Oncology-B,9,Field,3,102.76
150,South,Oncology-B,10,Webinar,0,59.82
150,South,Oncology-B,11,Webinar,1,85.55
150,South,Oncology-B,12,Email,5,206.02
151,East,Immunology-A,1,Email,1,57.59
151,East,Immunology-A,2,Email,3,138.95
151,East,Immunology-A,3,Field,3,115.15
151,East,Immunology-A,4,Email,4,99.37
151,East,Immunology-A,5,Field,3,132.82
151,East,Immunology-A,6,Webinar,5,134.8
151,East,Immunology-A,7,Field,4,117.58
151,East,Immunology-A,8,Field,3,120.41
151,East,Immunology-A,9,Field,3,142.23
151,East,Immunology-A,10,Field,5,172.73
151,East,Immunology-A,11,Webinar,1,62.96
151,East,Immunology-A,12,Field,3,120.64
152,West,Diabetes-A,1,Webinar,2,99.84
152,West,Diabetes-A,2,Field,1,138.37
152,West,Diabetes-A,3,Email,6,194.9
152,West,Diabetes-A,4,Webinar,2,123.06
152,West,Diabetes-A,5,Webinar,2,128.6
